У	ADP
домі	NOUN
римського	ADJ
патриція	NOUN
Руфіна	PROPN
була	VERB
прегарна	ADJ
фреска	NOUN
,	PUNCT
зображення	NOUN
Венери	PROPN
та	CCONJ
Адоніса	PROPN
.	PUNCT

Якось	ADV
зібралися	VERB
у	ADP
нього	PRON
,	PUNCT
ховаючися	VERB
від	ADP
переслідувань	NOUN
,	PUNCT
одновірці	NOUN
дружини	NOUN
–	PUNCT
християнки	NOUN
.	PUNCT

Й	CCONJ
одразу	ADV
ж	PART
узялися	VERB
замазувати	VERB
стіну	NOUN
,	PUNCT
певні	ADJ
свого	DET
права	NOUN
негайно	ADV
знищити	VERB
гріховне	ADJ
,	PUNCT
як	SCONJ
на	ADP
їх	DET
погляд	NOUN
,	PUNCT
мальовидло	NOUN
.	PUNCT

Це	PRON
одна	DET
з	ADP
надзвичайно	ADV
важливих	ADJ
сцен	NOUN
у	ADP
драмі	NOUN
Лесі	PROPN
Українки	PROPN
«	PUNCT
Руфін	PROPN
і	CCONJ
Прісцілла	PROPN
»	PUNCT
.	PUNCT

Як	SCONJ
і	PART
багато	DET
інших	DET
її	DET
сюжетів	NOUN
,	PUNCT
вона	PRON
виявилася	VERB
візіонерським	ADJ
передбаченням	NOUN
:	PUNCT
за	ADP
якесь	DET
десятиліття	NOUN
після	ADP
написання	NOUN
твору	NOUN
несамовиті	ADJ
ревнителі	NOUN
нового	ADJ
ладу	NOUN
почали	VERB
нищити	VERB
культурні	ADJ
скарби	NOUN
,	PUNCT
до	ADP
того	PRON
ж	PART
засобами	NOUN
вони	PRON
володіли	VERB
непорівнянно	ADV
потужнішими	ADJ
,	PUNCT
аніж	SCONJ
гнані	ADJ
сектярі	NOUN
при	ADP
початку	NOUN
християнської	ADJ
ери	NOUN
.	PUNCT

Мистецька	ADJ
спадщина	NOUN
стала	VERB
лише	PART
одним	DET
з	ADP
інструментів	NOUN
у	ADP
невпинній	ADJ
ідеологічній	ADJ
боротьбі	NOUN
.	PUNCT

Усе	PRON
,	PUNCT
що	SCONJ
не	PART
відповідало	VERB
радянським	ADJ
уявленням	NOUN
про	ADP
корисність	NOUN
(	PUNCT
інші	DET
функції	NOUN
мистецтва	NOUN
майже	ADV
не	PART
бралися	VERB
до	ADP
уваги	NOUN
,	PUNCT
воно	PRON
мало	VERB
лише	PART
виховувати	VERB
лояльних	ADJ
до	ADP
влади	NOUN
громадян	NOUN
)	PUNCT
,	PUNCT
цензурувалося	VERB
,	PUNCT
замовчувалося	VERB
.	PUNCT

Мало	ADV
не	PART
сто	NUM
років	NOUN
тому	ADV
Микола	PROPN
Зеров	PROPN
радив	VERB
не	PART
гаючись	VERB
«	PUNCT
перевіяти	VERB
на	ADP
току	NOUN
критики	NOUN
»	PUNCT
наші	DET
мистецькі	ADJ
набутки	NOUN
,	PUNCT
відсіяти	VERB
полову	NOUN
,	PUNCT
виважити	VERB
все	DET
найдобірніше	NOUN
й	CCONJ
означити	VERB
тяглість	NOUN
національної	ADJ
традиції	NOUN
.	PUNCT

Однак	CCONJ
подосі	ADV
така	DET
конче	ADV
необхідна	ADJ
канонотворча	ADJ
робота	NOUN
вповні	ADV
не	PART
виконана	ADJ
,	PUNCT
і	PART
то	PART
навіть	PART
на	ADP
рівні	NOUN
задовільної	ADJ
публікації	NOUN
всього	DET
корпусу	NOUN
текстів	NOUN
хоча	PART
б	PART
першорядних	ADJ
класиків	NOUN
.	PUNCT

Лесю	PROPN
Українку	PROPN
цензурували	VERB
надзвичайно	ADV
пильно	ADV
,	PUNCT
адже	SCONJ
в	ADP
радянському	ADJ
іконостасі	NOUN
вона	PRON
мала	VERB
постати	VERB
бездоганною	ADJ
марксисткою	NOUN
,	PUNCT
«	PUNCT
пролетарською	ADJ
інтернаціоналісткою	NOUN
»	PUNCT
,	PUNCT
«	PUNCT
другом	NOUN
робітників	NOUN
»	PUNCT
,	PUNCT
предтечею	NOUN
соціалістичного	ADJ
реалізму	NOUN
et	X
cetera	X
.	PUNCT

Усіма	DET
згаданими	ADJ
визначеннями	NOUN
аж	PART
в	ADP
очу	NOUN
рябить	VERB
читачеві	NOUN
багатьох	DET
монографій	NOUN
та	CCONJ
статей	NOUN
.	PUNCT

Інтерпретаторам	NOUN
достатньо	ADV
було	AUX
просто	PART
називати	VERB
чорне	NOUN
білим	NOUN
,	PUNCT
видавцям	NOUN
і	CCONJ
редакторам	NOUN
велося	VERB
складніше	ADV
й	CCONJ
клопітніше	ADV
:	PUNCT
тут	ADV
ані	CCONJ
напівправда	NOUN
,	PUNCT
ні	CCONJ
одверта	ADJ
коментаторська	ADJ
брехня	NOUN
не	PART
допомагали	VERB
.	PUNCT

Щодо	ADP
неприхованого	ADJ
обману	NOUN
,	PUNCT
то	PART
читання	NOUN
приміток	NOUN
до	ADP
нібито	PART
академічного	ADJ
дванадцятитомника	NOUN
спричинює	VERB
ледь	ADV
не	PART
ментальний	ADJ
ступор	NOUN
;	PUNCT
у	ADP
якийсь	DET
момент	NOUN
геть	ADV
перестаєш	VERB
розуміти	VERB
,	PUNCT
як	ADV
же	PART
то	PART
Лариса	PROPN
Косач	PROPN
зберегла	VERB
свої	DET
інтернаціоналістські	ADJ
й	CCONJ
соціалістичні	ADJ
переконання	NOUN
та	CCONJ
симпатії	NOUN
до	ADP
братнього	ADJ
російського	ADJ
народу	NOUN
(	PUNCT
одразу	ADV
ж	PART
зазначу	VERB
,	PUNCT
що	SCONJ
північних	ADJ
сусідів	NOUN
вона	PRON
в	ADP
листах	NOUN
послідовно	ADV
називала	VERB
кацапами	NOUN
,	PUNCT
геть	ADV
не	PART
толерувала	VERB
,	PUNCT
і	CCONJ
насправді	ADV
всі	DET
ці	DET
її	DET
філіпіки	NOUN
на	ADP
адресу	NOUN
колонізаторки	NOUN
-	PUNCT
московщини	PROPN
якраз	PART
і	PART
вилучали	VERB
якнайстаранніш	ADV
)	PUNCT
,	PUNCT
повсякчас	ADV
перебуваючи	VERB
,	PUNCT
коли	SCONJ
вірити	VERB
написаному	NOUN
,	PUNCT
в	ADP
оточенні	NOUN
злісних	ADJ
українських	ADJ
буржуазних	ADJ
націоналістів	NOUN
–	PUNCT
майбутніх	ADJ
ворогів	NOUN
радянського	ADJ
ладу	NOUN
,	PUNCT
шовіністів	NOUN
та	CCONJ
ідеологів	NOUN
контрреволюції	NOUN
.	PUNCT

Найперш	ADV
барикада	NOUN
мала	VERB
би	AUX
перегородити	VERB
затишну	ADJ
вітальню	NOUN
косачівського	ADJ
дому	NOUN
,	PUNCT
бо	SCONJ
,	PUNCT
як	SCONJ
дізнаємося	VERB
з	ADP
академічних	ADJ
пояснень	NOUN
,	PUNCT
Ольга	PROPN
Драгоманова	PROPN
-	PUNCT
Косач	PROPN
«	PUNCT
стояла	VERB
на	ADP
ліберально	ADJ
-	PUNCT
буржуазних	ADJ
позиціях	NOUN
»	PUNCT
,	PUNCT
а	CCONJ
її	DET
донька	NOUN
–	PUNCT
на	ADP
марксистських	ADJ
.	PUNCT

Михайло	PROPN
Драгоманов	PROPN
,	PUNCT
котрого	DET
в	ADP
листах	NOUN
не	PART
раз	NOUN
названо	VERB
найдорожчим	ADJ
і	CCONJ
найавторитетнішим	ADJ
учителем	NOUN
,	PUNCT
–	PUNCT
«	PUNCT
еволюціонував	VERB
у	ADP
бік	NOUN
буржуазного	ADJ
лібералізму	NOUN
»	PUNCT
,	PUNCT
тоді	ADV
як	PART
«	PUNCT
Леся	PROPN
Українка	PROPN
формувала	VERB
власний	ADJ
революційно	ADJ
-	PUNCT
демократичний	ADJ
світогляд	NOUN
,	PUNCT
пов’язавши	VERB
свою	DET
творчість	NOUN
і	CCONJ
громадську	ADJ
діяльність	NOUN
з	ADP
ідеями	NOUN
наукового	ADJ
соціалізму	NOUN
»	PUNCT
.	PUNCT

Ця	DET
заввага	NOUN
літературознавця	NOUN
погано	ADV
корелює	VERB
зі	ADP
свідченням	NOUN
самої	DET
поетеси	NOUN
у	ADP
листі	NOUN
до	ADP
Ольги	PROPN
